Index,Actual_Sales,Predicted_Sales,Absolute_Error,Percentage_Error,Residual,Order_Date,Category,Region
1696,69.008,68.5359299999999,0.4720700000001017,0.6840801066544483,0.4720700000001017,7/07/2014,Furniture,East
1697,215.65,287.10956000000084,71.45956000000083,33.136823556689464,-71.45956000000083,7/07/2016,Furniture,West
1698,60.288,58.73812,1.5498799999999946,2.570793524416127,1.5498799999999946,7/07/2016,Furniture,Central
1699,253.372,208.1497640000002,45.22223599999981,17.84815843897503,45.22223599999981,7/07/2016,Furniture,Central
1700,287.968,303.1082400000003,15.14024000000029,5.257611956884198,-15.14024000000029,7/07/2016,Furniture,West
1701,87.21,163.9487449999996,76.73874499999961,87.99305698887699,-76.73874499999961,7/07/2017,Furniture,East
1702,63.882,135.3761949999998,71.49419499999979,111.91602485833224,-71.49419499999979,8/07/2014,Furniture,East
1703,502.488,705.1229499999993,202.63494999999926,40.32632620082455,-202.63494999999926,8/07/2014,Furniture,West
1704,662.88,676.3250200000008,13.445020000000795,2.028273594014119,-13.445020000000795,8/07/2016,Furniture,West
1705,145.9,164.48898000000042,18.58898000000042,12.740904729266909,-18.58898000000042,8/07/2017,Furniture,West
1706,198.46,259.7692499999995,61.30924999999948,30.892497228660424,-61.30924999999948,8/07/2017,Furniture,West
1707,15.84,17.18514000000003,1.345140000000029,8.492045454545638,-1.345140000000029,8/07/2017,Furniture,West
1708,83.92,58.34305000000002,25.576949999999982,30.477776453765472,25.576949999999982,8/07/2017,Furniture,East
1709,39.98,34.78724999999989,5.19275000000011,12.988369184592575,5.19275000000011,8/07/2017,Furniture,East
1710,119.833,152.4227139999997,32.5897139999997,27.195942686905695,-32.5897139999997,9/07/2014,Furniture,West
1711,181.96,71.58247999999986,110.37752000000015,60.660320949659344,110.37752000000015,9/07/2015,Furniture,East
1712,408.006,408.71427999999963,0.708279999999661,0.17359548634080407,-0.708279999999661,9/07/2016,Furniture,East
1713,165.28,128.22444999999982,37.05555000000018,22.4198632623428,37.05555000000018,9/07/2016,Furniture,East
1714,526.45,119.48274999999974,406.9672500000003,77.30406496343439,406.9672500000003,9/07/2017,Furniture,Central
1715,44.128,57.32780999999999,13.199809999999992,29.912549854967352,-13.199809999999992,1/08/2014,Furniture,South
1716,1004.976,1029.1266699999976,24.150669999997604,2.403109128973986,-24.150669999997604,1/08/2015,Furniture,West
1717,19.312,18.573249999999963,0.7387500000000387,3.825341756421078,0.7387500000000387,1/08/2016,Furniture,East
1718,121.3,101.21439000000002,20.085609999999974,16.558623248145075,20.085609999999974,10/08/2017,Furniture,Central
1719,12.35,15.09294999999995,2.7429499999999507,22.21012145748948,-2.7429499999999507,11/08/2014,Furniture,West
1720,46.152,52.30755000000002,6.155550000000019,13.337558502340135,-6.155550000000019,11/08/2015,Furniture,South
1721,85.44,121.48092999999972,36.04092999999972,42.182736423220646,-36.04092999999972,12/08/2014,Furniture,West
1722,145.764,160.08767999999955,14.323679999999541,9.826623857742337,-14.323679999999541,12/08/2016,Furniture,East
1723,562.2925,621.0659774999992,58.77347749999922,10.452474023750844,-58.77347749999922,12/08/2016,Furniture,South
1724,209.148,211.35186600000026,2.203866000000261,1.0537351540537137,-2.203866000000261,12/08/2016,Furniture,East
1725,54.92,101.53730999999992,46.61730999999992,84.88221048798236,-46.61730999999992,12/08/2017,Furniture,West
1726,1779.9,1458.9891999999993,320.9108000000008,18.02970953424354,320.9108000000008,12/08/2017,Furniture,East
1727,31.56,38.990850000000144,7.430850000000145,23.545152091255215,-7.430850000000145,13/08/2015,Furniture,West
1728,241.96,235.80778999999956,6.152210000000451,2.5426558108780175,6.152210000000451,13/08/2016,Furniture,Central
1729,31.984,110.12100000000002,78.13700000000003,244.30027513756886,-78.13700000000003,13/08/2017,Furniture,South
1730,423.648,436.76575000000054,13.117750000000513,3.096379541506277,-13.117750000000513,13/08/2017,Furniture,South
1731,418.296,393.56102250000055,24.734977499999445,5.913271343737317,24.734977499999445,14/08/2017,Furniture,West
1732,195.136,237.81357999999935,42.67757999999935,21.8706850606753,-42.67757999999935,15/08/2014,Furniture,West
1733,104.23,71.84804999999994,32.38195000000006,31.067782788064914,32.38195000000006,15/08/2015,Furniture,West
1734,225.296,231.33791500000004,6.041915000000046,2.681767541367821,-6.041915000000046,15/08/2016,Furniture,South
1735,312.03,271.7313599999994,40.298640000000546,12.914988943371005,40.298640000000546,15/08/2016,Furniture,West
1736,853.092,854.8472900000014,1.7552900000014233,0.20575623731103132,-1.7552900000014233,16/08/2014,Furniture,East
1737,254.352,224.08845999999954,30.26354000000046,11.898290557967094,30.26354000000046,16/08/2015,Furniture,East
1738,301.47,338.7447505000006,37.27475050000055,12.364331608452101,-37.27475050000055,16/08/2015,Furniture,East
1739,161.28,282.12708499999974,120.84708499999974,74.92998821924587,-120.84708499999974,16/08/2016,Furniture,West
1740,462.564,464.18646999999925,1.6224699999992254,0.35075578730710244,-1.6224699999992254,17/08/2017,Furniture,East
1741,74.592,151.23505200000022,76.64305200000022,102.74969433719463,-76.64305200000022,17/08/2017,Furniture,Central
1742,16.784,24.39572,7.611720000000002,45.35104861773119,-7.611720000000002,17/08/2017,Furniture,Central
1743,4416.174,1744.6775099999986,2671.4964900000014,60.49346085548263,2671.4964900000014,17/08/2017,Furniture,East
1744,9.552,9.244139999999971,0.3078600000000282,3.2229899497490395,0.3078600000000282,18/08/2016,Furniture,Central
1745,5.344,6.067640000000014,0.7236400000000138,13.541167664670917,-0.7236400000000138,18/08/2016,Furniture,Central
1746,40.48,51.74846999999986,11.268469999999866,27.837129446639985,-11.268469999999866,18/08/2017,Furniture,East
1747,9.94,9.546150000000035,0.39384999999996495,3.962273641850754,0.39384999999996495,18/08/2017,Furniture,East
1748,88.02,164.36860000000013,76.34860000000013,86.74005907748254,-76.34860000000013,18/08/2017,Furniture,East
1749,65.94,74.9477300000001,9.007730000000109,13.660494388838504,-9.007730000000109,18/08/2017,Furniture,West
1750,638.82,762.2880800000027,123.4680800000026,19.327522619830717,-123.4680800000026,19/08/2014,Furniture,South
1751,289.24,233.11153999999996,56.12846000000005,19.405497164984112,56.12846000000005,19/08/2014,Furniture,West
1752,110.98,103.71150499999975,7.268495000000257,6.549373761038256,7.268495000000257,2/08/2015,Furniture,East
1753,277.5,328.8882699999999,51.38826999999992,18.51829549549547,-51.38826999999992,2/08/2015,Furniture,West
1754,136.464,284.71794499999976,148.25394499999976,108.63960092038909,-148.25394499999976,2/08/2016,Furniture,West
1755,421.372,328.61420000000095,92.75779999999907,22.013280426796054,92.75779999999907,20/08/2014,Furniture,Central
1756,500.24,687.5009600000009,187.26096000000086,37.43422357268528,-187.26096000000086,20/08/2014,Furniture,South
1757,544.008,579.0684325000009,35.06043250000084,6.444837667828569,-35.06043250000084,21/08/2015,Furniture,West
1758,586.398,575.3035225000002,11.094477499999812,1.89197055583406,11.094477499999812,21/08/2015,Furniture,West
1759,598.458,287.6249639999998,310.83303600000016,51.93898920224981,310.83303600000016,21/08/2015,Furniture,East
1760,25.984,51.03532000000009,25.05132000000009,96.41056034482793,-25.05132000000009,21/08/2015,Furniture,East
1761,815.292,1070.4538249999996,255.16182499999957,31.296986233153223,-255.16182499999957,21/08/2016,Furniture,East
1762,2887.056,2721.9860449999956,165.06995500000448,5.717587570175448,165.06995500000448,21/08/2016,Furniture,West
1763,573.174,525.2005174999996,47.97348250000039,8.369793902026329,47.97348250000039,21/08/2016,Furniture,East
1764,866.4,904.8054499999992,38.40544999999918,4.43276200369335,-38.40544999999918,21/08/2017,Furniture,South
1765,129.92,93.32124999999988,36.59875000000011,28.170220135468067,36.59875000000011,21/08/2017,Furniture,West
1766,568.728,514.3177450000011,54.41025499999887,9.567008306255165,54.41025499999887,21/08/2017,Furniture,West
1767,25.16,23.467820000000007,1.6921799999999934,6.7256756756756495,1.6921799999999934,21/08/2017,Furniture,East
1768,91.92,106.38698999999973,14.466989999999726,15.73867493472555,-14.466989999999726,21/08/2017,Furniture,East
1769,388.704,412.67378999999926,23.96978999999925,6.166592059767651,-23.96978999999925,21/08/2017,Furniture,West
1770,22.752,30.46164000000007,7.709640000000071,33.88554852320706,-7.709640000000071,21/08/2017,Furniture,West
1771,98.328,80.79953999999998,17.528460000000024,17.826519404442298,17.528460000000024,22/08/2016,Furniture,West
1772,210.008,192.64174500000058,17.366254999999427,8.269330215991499,17.366254999999427,22/08/2017,Furniture,West
1773,314.532,321.18087499999956,6.6488749999995775,2.1138946116768973,-6.6488749999995775,22/08/2017,Furniture,East
1774,4.224,10.698769999999989,6.474769999999989,153.28527462121184,-6.474769999999989,23/08/2014,Furniture,West
1775,22.608,22.59094000000005,0.017059999999951003,0.07546001415406495,0.017059999999951003,23/08/2016,Furniture,Central
1776,532.704,539.777914999999,7.073914999999033,1.327926015197752,-7.073914999999033,23/08/2016,Furniture,West
1777,2.784,6.555600000000012,3.771600000000012,135.4741379310349,-3.771600000000012,23/08/2017,Furniture,South
1778,13.28,15.429860000000021,2.1498600000000216,16.188704819277273,-2.1498600000000216,24/08/2014,Furniture,East
1779,918.785,884.0477415000016,34.73725849999835,3.7807820654449458,34.73725849999835,24/08/2015,Furniture,Central
1780,284.364,295.5978550000005,11.233855000000517,3.950519404706826,-11.233855000000517,24/08/2015,Furniture,East
1781,14.91,14.005699999999988,0.9043000000000117,6.065057008719059,0.9043000000000117,24/08/2015,Furniture,East
1782,6.28,7.739209999999993,1.4592099999999926,23.235828025477588,-1.4592099999999926,25/08/2014,Furniture,West
1783,40.784,122.19573499999993,81.41173499999994,199.61684729305597,-81.41173499999994,25/08/2015,Furniture,West
1784,20.104,20.70643999999996,0.6024399999999623,2.9966175885394066,-0.6024399999999623,25/08/2015,Furniture,Central
1785,7.88,8.395440000000018,0.5154400000000185,6.541116751269271,-0.5154400000000185,25/08/2015,Furniture,Central
1786,130.98,167.4917839999998,36.51178399999981,27.875846694151633,-36.51178399999981,25/08/2017,Furniture,East
1787,10.68,12.247180000000004,1.567180000000004,14.673970037453222,-1.567180000000004,26/08/2014,Furniture,East
1788,1024.716,817.3349809999975,207.38101900000242,20.237901916238492,207.38101900000242,26/08/2016,Furniture,Central
1789,1603.136,1018.3653799999997,584.7706200000002,36.47666947782348,584.7706200000002,26/08/2016,Furniture,West
1790,447.84,520.1725699999987,72.33256999999873,16.151431314754987,-72.33256999999873,26/08/2016,Furniture,Central
1791,186.54,178.2679400000005,8.272059999999499,4.43446981880535,8.272059999999499,26/08/2016,Furniture,South
1792,64.96,55.53001999999999,9.42998,14.51659482758621,9.42998,26/08/2017,Furniture,Central
1793,29.12,54.62706000000012,25.50706000000012,87.59292582417623,-25.50706000000012,27/08/2014,Furniture,South
1794,1202.94,1203.510550000002,0.5705500000019583,0.04742963073818796,-0.5705500000019583,27/08/2014,Furniture,South
1795,244.615,210.3286800000001,34.286319999999904,14.0164421642172,34.286319999999904,27/08/2016,Furniture,East
1796,1488.424,970.5353579999994,517.8886420000006,34.79442967864,517.8886420000006,27/08/2017,Furniture,East
